timestamp,open,high,low,close,volume
1474848000,100.43,100.43,99.055,99.14,4529790.0
1474934400,99.42,99.51,98.64,99.33,3338669.0
1475020800,99.56,99.71,98.9,99.41,3974104.0
1475107200,99.53,99.55,97.68,97.78,5450564.0
1475193600,98.23,98.7,97.12,97.22,7041589.0
1475452800,97.35,98.01,97.11,97.42,4881224.0
1475539200,97.21,97.625,96.06,96.1,5548452.0
1475625600,96.3,96.46,95.37,95.68,4644216.0
1475712000,95.23,96.0399,95.0,95.64,3173854.0
1475798400,95.89,96.56,95.7,96.02,3989242.0
1476057600,96.44,96.63,96.09,96.25,2192435.0
1476144000,96.2,96.25,95.15,95.52,4604068.0
1476230400,95.54,96.43,95.4,96.09,4007608.0
1476316800,95.93,96.68,95.44,96.2,4769046.0
1476403200,96.33,96.74,95.82,95.83,3152799.0
1476662400,95.83,95.98,95.26,95.51,4091814.0
1476748800,96.97,97.1,95.915,96.56,6253598.0
1476835200,96.23,96.77,95.69,95.98,5542062.0
1476921600,95.96,96.29,95.435,95.57,3865173.0
1477008000,95.92,97.29,95.8,96.31,5263289.0
1477267200,96.79,97.01,96.41,96.91,4099374.0
1477353600,97.15,97.15,96.24,96.58,3447971.0
1477440000,96.58,96.97,95.835,96.05,3312943.0
1477526400,96.32,96.89,95.68,95.78,3610396.0
1477612800,96.11,96.73,95.78,96.31,4134132.0
1477872000,96.48,96.5,96.04,96.44,3327161.0
1477958400,96.63,96.74,95.75,96.08,3973384.0
1478044800,96.14,96.52,95.9,96.05,3820917.0
1478131200,96.29,96.58,95.88,96.23,2567228.0
1478217600,96.15,96.59,95.33,95.49,3125313.0
1478476800,96.37,97.35,96.3,97.33,4780349.0
1478563200,97.2,98.21,97.2,97.86,3216641.0
1478649600,96.04,96.07,93.1,94.35,8877561.0
1478736000,92.71,92.99,90.02,90.5,14936060.0
1478822400,90.46,90.76,88.7,88.95,7913505.0
1479081600,89.2,89.4099,86.9,87.33,12016950.0
1479168000,87.5,88.28,87.23,87.5,8715223.0
1479254400,87.79,88.72,87.38,87.92,8198869.0
1479340800,88.05,89.74,87.94,89.27,8742921.0
1479427200,89.38,89.82,88.27,89.09,6470919.0
1479686400,89.38,89.68,88.96,89.62,5399562.0
1479772800,89.9,90.2399,89.2,90.0,4837302.0
1479859200,89.75,89.75,88.5416,88.89,4967856.0
1480032000,88.92,89.51,88.92,89.29,3850451.0
1480291200,89.37,90.35,89.29,90.24,4987589.0
1480377600,90.13,90.62,90.0,90.6,4130679.0
1480464000,90.18,90.61,88.25,88.28,8426073.0
1480550400,87.85,88.1,86.78,87.77,6168909.0
1480636800,88.16,88.7,87.64,88.08,4818431.0
1480896000,87.92,88.32,87.57,87.77,5203077.0
1480982400,87.73,88.465,87.67,88.18,3541505.0
1481068800,88.31,89.89,87.9,89.87,4960566.0
1481155200,89.36,89.8,88.71,89.39,4247065.0
1481241600,89.52,90.53,89.4,90.24,4287699.0
1481500800,90.42,91.05,90.34,90.82,3798131.0
1481587200,91.11,92.16,91.01,92.03,4776294.0
1481673600,92.26,92.63,90.21,90.72,6651794.0
1481760000,90.29,90.77,89.75,89.9,5538838.0
1481846400,90.08,91.43,89.62,91.31,7702927.0
1482105600,91.55,91.55,90.69,91.46,4333868.0
1482192000,90.19,90.73,88.9,90.7,4586761.0
1482278400,90.76,91.69,90.64,91.31,4286098.0
1482364800,91.01,91.67,90.76,91.61,3682167.0
1482451200,91.73,91.74,91.28,91.58,2547832.0
1482796800,91.53,91.785,91.09,91.33,1990760.0
