timestamp,open,high,low,close,volume
1474848000,213.18,215.08,212.5,214.76,1073787.0
1474934400,215.56,215.56,212.64,212.93,935467.0
1475020800,212.99,213.73,210.6705,212.61,1149558.0
1475107200,211.71,211.99,207.2,207.58,1361809.0
1475193600,209.34,209.89,206.98,207.01,1675487.0
1475452800,206.29,206.29,200.9,201.84,2024125.0
1475539200,201.53,202.32,197.39,198.87,1894561.0
1475625600,199.36,201.0,194.675,195.72,1612258.0
1475712000,195.36,198.6,192.65,196.48,1354942.0
1475798400,197.64,200.3,195.82,196.81,1426781.0
1476057600,196.97,198.83,196.85,197.5,698992.0
1476144000,197.5,198.19,194.82,195.55,958957.0
1476230400,196.08,199.05,195.59,198.92,1206401.0
1476316800,197.83,199.22,196.91,198.79,1226291.0
1476403200,199.05,199.85,196.99,196.99,1056359.0
1476662400,197.25,198.3,196.2301,197.49,1014496.0
1476748800,198.44,199.69,197.82,198.44,855893.0
1476835200,198.33,198.74,195.1,198.46,1410308.0
1476921600,199.0,199.14,196.32,197.26,1241803.0
1477008000,195.79,196.9,195.04,196.55,869426.0
1477267200,197.68,199.19,196.0,197.01,1030329.0
1477353600,196.34,197.7,195.82,197.27,1035707.0
1477440000,195.11,196.07,187.4754,188.38,2676068.0
1477526400,188.15,188.1599,181.85,183.23,3726079.0
1477612800,184.23,186.03,182.03,182.88,1693971.0
1477872000,184.27,186.33,182.88,185.96,1932778.0
1477958400,184.99,185.48,181.64,183.25,1858500.0
1478044800,183.61,184.22,179.65,179.68,1660740.0
1478131200,179.61,180.61,178.11,179.33,1118870.0
1478217600,180.12,180.52,178.53,180.28,1662663.0
1478476800,182.98,183.61,180.794,181.93,1082735.0
1478563200,182.31,183.89,181.0001,183.25,874088.0
1478649600,180.14,181.7,174.91,180.78,2099072.0
1478736000,181.32,186.47,176.68,182.29,3124447.0
1478822400,182.25,184.95,181.98,182.61,1795233.0
1479081600,181.28,186.33,179.2,185.59,1786787.0
1479168000,186.43,189.25,182.8,184.23,2468554.0
1479254400,184.6,185.23,181.83,182.94,1030371.0
1479340800,182.76,183.96,180.13,180.68,1090835.0
1479427200,180.56,181.75,179.16,180.83,1369326.0
1479686400,181.18,182.97,179.37,179.68,1006502.0
1479772800,180.6,181.98,180.14,181.58,1068333.0
1479859200,180.2,180.95,178.05,180.76,1113605.0
1480032000,181.74,182.99,180.35,181.3,490906.0
1480291200,180.64,182.95,180.07,181.33,1396486.0
1480377600,181.95,184.15,181.35,182.3,1347346.0
1480464000,180.38,181.61,178.42,179.65,2234481.0
1480550400,178.92,179.375,175.87,176.82,2076510.0
1480636800,177.57,180.7899,177.42,179.36,1273895.0
1480896000,179.51,180.81,178.03,180.76,1027269.0
1480982400,180.78,182.14,179.13,180.11,1201706.0
1481068800,180.7,183.76,180.51,183.75,1278363.0
1481155200,182.4,185.14,180.45,183.66,1196067.0
1481241600,183.75,185.16,182.78,183.43,974792.0
1481500800,182.97,186.38,182.72,186.12,1066927.0
1481587200,186.91,187.69,184.06,187.43,1543644.0
1481673600,187.16,187.605,180.99,181.28,2093425.0
1481760000,181.39,182.18,179.45,180.0,1533601.0
1481846400,181.45,182.87,179.815,181.29,1975409.0
1482105600,182.54,183.8,181.335,182.63,1171260.0
1482192000,182.57,183.63,181.4,182.98,1295157.0
1482278400,183.28,184.44,177.86,178.17,1617074.0
1482364800,178.0,178.84,175.02,176.24,1617991.0
1482451200,176.9,176.9,174.51,175.95,974140.0
1482796800,175.96,176.36,175.29,175.96,1041497.0
1482883200,176.41,176.555,173.11,174.2,1277791.0
1482969600,174.78,176.41,173.4,175.98,1472932.0
1483056000,176.61,178.8,175.61,177.67,2285093.0
1483401600,179.09,182.62,176.87,182.62,2751176.0
1483488000,182.91,184.13,181.54,184.08,1991693.0
1483574400,179.685,184.73,178.17,184.4,2186382.0
1483660800,183.55,188.0995,182.6,186.83,2251125.0
1483920000,186.49,187.79,185.29,185.91,1953857.0
1484006400,185.12,185.9,183.65,184.19,2666132.0
1484092800,183.7,184.48,181.57,181.99,2151684.0
1484179200,181.61,183.22,181.11,183.09,1243227.0
1484265600,182.87,184.97,182.48,184.01,1740392.0
1484611200,184.37,186.76,184.14,185.33,1888494.0
1484697600,185.0,187.17,184.72,186.57,1330267.0
1484784000,185.52,185.66,182.725,182.92,1939279.0
1484870400,182.83,185.04,181.1,184.53,2673598.0
1485129600,184.38,185.205,183.811,185.0,2150161.0
1485216000,185.19,185.37,183.42,184.14,2314720.0
1485302400,183.9,184.22,182.09,182.4,2063823.0
1485388800,182.91,183.42,181.87,182.09,1891267.0
1485475200,182.57,182.68,178.53,179.51,2194028.0
1485734400,179.96,179.98,176.62,177.74,1716136.0
1485820800,179.01,184.07,179.01,183.77,3403230.0
1485907200,185.38,186.0,181.49,181.53,2925130.0
1485993600,181.31,183.515,181.31,182.96,1535135.0
1486080000,184.1,185.41,183.77,185.33,1805307.0
1486339200,184.24,185.5,181.75,182.07,1179403.0
1486425600,182.13,183.36,178.52,179.06,1812943.0
1486512000,179.26,181.141,178.66,180.62,1406110.0
1486598400,181.01,182.87,180.79,181.99,1298492.0
1486684800,180.37,182.68,180.05,182.1,1193504.0
1486944000,182.83,183.79,180.53,181.67,1250551.0
1487030400,181.08,182.39,179.85,180.94,1079669.0
1487116800,180.43,180.83,176.84,178.54,1954940.0
1487203200,178.88,180.86,178.55,179.18,1373065.0
1487289600,179.36,182.05,178.39,181.09,1657816.0
1487635200,181.53,185.62,181.04,185.16,1521200.0
1487721600,184.83,185.69,183.6,184.7,1469191.0
1487808000,184.7,185.79,183.625,184.99,1043707.0
1487894400,184.69,184.705,181.9,184.29,1213072.0
1488153600,185.04,187.35,184.3,186.33,1313752.0
1488240000,185.67,186.37,182.79,184.4,1841808.0
1488326400,184.27,184.88,182.22,182.52,1845940.0
1488412800,181.99,182.56,179.6,181.14,1565517.0
1488499200,181.51,181.72,178.81,179.4,1731625.0
1488758400,178.73,180.13,177.525,178.8,1104229.0
1488844800,178.49,179.09,175.92,177.29,1379653.0
